EVENT_ID;ORN_ROAD_NET_ELEMENT_ID;AT_MEASURE;TOLL_POINT_TYPE;AGENCY_NAME;NATIONAL_UUID;EFFECTIVE_DATETIME;SYSTEM_DATETIME;OBJECTID
1506096769;1500677940;805.413;Virtual;MINISTRY OF TRANSPORTATION;13235293e9874b47b30bf51e397c4c3d;20090514130151;20210731081808;5226
1506096790;1500668879;321.023;Virtual;MINISTRY OF TRANSPORTATION;d13284fbbbe447e79d874d7ddfc9a93b;20120410110340;20210731081808;5227
1506096846;1500701091;906.823;Virtual;MINISTRY OF TRANSPORTATION;f69dd1327d4d463488d2b22cf0c16074;20130527153136;20210731081808;5228
2782918;1500358517;2643.276;Virtual;MINISTRY OF TRANSPORTATION;4eeceff4f344400b986ee944618e0634;20120802140126;20210731081808;5229
3549356;1500567273;263.699;Virtual;MINISTRY OF TRANSPORTATION;a6cf3c586f3d45298d22bbbf63234cae;20120803150255;20210731081808;5230
4068463;1500659727;758.705;Virtual;MINISTRY OF TRANSPORTATION;72d0e185a6ca443dbef654087fc3b19e;20210412105112;20210731081808;5231
4068466;1500621377;383.142;Virtual;MINISTRY OF TRANSPORTATION;52d374e4689a4d19a86f69a7f3447c4a;20120412115402;20210731081808;5232
4068469;1500605442;178.530;Virtual;MINISTRY OF TRANSPORTATION;c353507bcc864829aa7d0c7f75e223e4;20120412115939;20210731081808;5233
4068522;4068518;418.872;Virtual;MINISTRY OF TRANSPORTATION;4f98f5de49564d82a9e240ceb7906369;20120803132750;20210731081808;5234
4068553;1500426053;626.197;Virtual;MINISTRY OF TRANSPORTATION;a931d8f78d224b4eafe7579fbde9f46f;20190129095201;20210731081808;5235
4068581;1500646385;311.981;Virtual;MINISTRY OF TRANSPORTATION;e73111e12084443cb42c4824572e1f96;20120802133450;20210731081808;5236
4068584;1500335173;407.261;Virtual;MINISTRY OF TRANSPORTATION;069dece987574b618e51e5e13f924341;20120802133538;20210731081808;5237
6542144;6232312;434.728;Virtual;MINISTRY OF TRANSPORTATION;da36a3586d024f48bc6c6936ec96e567;20191217130720;20210731081808;5238
6542265;6411512;322.654;Virtual;MINISTRY OF TRANSPORTATION;6b2b9ba51ff34b529bd3882bb272fd6b;20170126130758;20210731081808;5239
6542305;6411534;312.041;Virtual;MINISTRY OF TRANSPORTATION;8214194d9b8d41d38b80cdcaf1d9dbe1;20191003134647;20210731081808;5240
6542338;6411635;417.566;Virtual;MINISTRY OF TRANSPORTATION;9e5f8ff5f40f4ea896da057c41889d77;20191106144448;20210731081808;5241
7409577;6410304;39.858;Virtual;ONTARIO ROAD NETWORK;b123d1abcaf8450da43ffa2b773eb83a;20191003132219;20210731081808;5242
7435127;6413793;461.725;Virtual;ONTARIO ROAD NETWORK;61fbd92cb66a42daaa0e104137f3de3f;20191106144732;20210731081808;5243
1506096760;1500558968;488.300;Virtual;MINISTRY OF TRANSPORTATION;147c0538400742dfb949b78bee904bdf;20120807105648;20220629142228;5277
1506096710;1500474052;344.586;Virtual;MINISTRY OF TRANSPORTATION;9ebef024a9e245d3a3e8070b0bf6ad0c;20120803145829;20220629142228;5278
4068565;1500475705;598.687;Virtual;MINISTRY OF TRANSPORTATION;c8b1d77c5b754a30bdd3e3432e02f7e5;20130527152051;20220629142228;5279
7435195;6939576;824.890;Virtual;ONTARIO ROAD NETWORK;8182179d71a24115937a28ab9a495938;20191106144724;20191114163715;4777
7435216;7432134;528.707;Virtual;ONTARIO ROAD NETWORK;2a61452be0cb434fb5e6d869440f0561;20191106143322;20191114163715;4778
7435236;7431979;538.970;Virtual;ONTARIO ROAD NETWORK;730decae9f974ddd90e24282905378e4;20191106143336;20191114163715;4779
7435238;7432015;483.484;Virtual;ONTARIO ROAD NETWORK;0232ee58ed504e478adabf0cc80b49ff;20191106143321;20191114163715;4780
7435241;7431799;1586.846;Virtual;ONTARIO ROAD NETWORK;55d5bd1e0e7c4f90814a6278f62df440;20191106143330;20191114163715;4781
7435809;7435605;365.881;Virtual;ONTARIO ROAD NETWORK;2fae7e4016964ef89d963a761ca4563d;20191107092154;20191114163715;4782
7435219;7432152;574.973;Virtual;ONTARIO ROAD NETWORK;cca2361d17bc4986a953ed772bb815f7;20191106143327;20191114163715;4786
7435242;7431808;805.693;Virtual;ONTARIO ROAD NETWORK;d816b9a2bfeb4448b172be0b2d9b0488;20191106143329;20191114163715;4787
7435811;7435634;602.826;Virtual;ONTARIO ROAD NETWORK;d987bc28aeaf474681b1ac0804402b2b;20191107135252;20191114163715;4788
1506096750;1500426532;2441.598;Virtual;MINISTRY OF TRANSPORTATION;2bdb6a20038d4e62b174ab5e1b3ca1b3;20211028132530;20211103152425;5257
7435197;6939612;214.682;Virtual;ONTARIO ROAD NETWORK;6ed6bd93fdba4b6194cfdcc71aa2fe42;20191106144713;20191114163715;4792
7435217;7432161;529.094;Virtual;ONTARIO ROAD NETWORK;0caf0591bd1446b1bc19ee12ec269fe3;20191106143345;20191114163715;4793
7435218;7432171;214.834;Virtual;ONTARIO ROAD NETWORK;6afcdd7f9bf748a4a903abd1cd9cc8f5;20191106143346;20191114163715;4794
7435239;7432024;210.953;Virtual;ONTARIO ROAD NETWORK;1e2d141297184d15b8641fe9c76efa82;20191106143337;20191114163715;4795
7435537;7435406;1284.132;Virtual;ONTARIO ROAD NETWORK;abb8fbbf5af64699b6498c64ef5a2ddb;20191108075130;20191114163715;4796
7435810;7435625;801.692;Virtual;ONTARIO ROAD NETWORK;69da07b1796248b0a48d4d73e839b034;20191107092211;20191114163715;4797
7435220;7432125;364.332;Virtual;ONTARIO ROAD NETWORK;24075084cf634452ab64a02962248a94;20191106143334;20191114163715;4802
7435243;7431826;601.387;Virtual;ONTARIO ROAD NETWORK;7330e82cb35c4a2e9fc2c6596d8d6885;20191106143340;20191114163715;4803
4068557;1500403630;879.167;Virtual;MINISTRY OF TRANSPORTATION;1e2d5790347b4d87ac0987daeaa8afe0;20211103081728;20211103152425;5258
7435814;7435596;590.564;Virtual;ONTARIO ROAD NETWORK;f97cefe4a04a4e52a4a2de67914e721c;20191107092316;20191114163715;4805
7435198;6939594;344.419;Virtual;ONTARIO ROAD NETWORK;23d46251d53647d5ab210e83595d0219;20191106144734;20191114163715;4808
7435237;7431988;77.811;Virtual;ONTARIO ROAD NETWORK;f7362d7ac0b94fd28da818236ec8e812;20191106143332;20191114163715;4810
7435240;7431818;865.007;Virtual;ONTARIO ROAD NETWORK;44a7ca966cd14a5cb6ac84ed0b890a0e;20191106143320;20191114163715;4811
7435538;7435361;797.206;Virtual;ONTARIO ROAD NETWORK;06046df05dcc427aa26bb76316033a21;20191107083815;20191114163715;4812
7435539;7435417;880.327;Virtual;ONTARIO ROAD NETWORK;cf03b503e9ae464f8c888a77516d6a85;20191107083830;20191114163715;4813
7435200;6939585;281.901;Virtual;ONTARIO ROAD NETWORK;b750a512062f4fe0ad03bcf83812e22e;20191106144721;20191114163715;4817
7435813;7435615;416.140;Virtual;ONTARIO ROAD NETWORK;207f2744bd1e49429dfe6e94c92da643;20191107092256;20191114163715;4818
7435196;6939603;323.481;Virtual;ONTARIO ROAD NETWORK;d1a0645a2b6d4fbcb5b5cc5d0baec2df;20191106144737;20191114163715;4822
7435199;6939621;309.194;Virtual;ONTARIO ROAD NETWORK;24ee7e285a84400aaf9b8413b0e323bc;20191106144729;20191114163715;4823
7435540;7435436;1099.387;Virtual;ONTARIO ROAD NETWORK;84b8716bc6e740f28691d23aebba47aa;20191107083845;20191114163715;4824
7435812;7435644;274.389;Virtual;ONTARIO ROAD NETWORK;72d0de6c7ddf4c8393925b8ab413cbef;20191107092240;20191114163715;4827
2781583;1500594268;375.479;Virtual;MINISTRY OF TRANSPORTATION;3d70f5e973564114aa85d201e75f98a2;20231229135722;20240103163020;5297
5632495;4074054;149.184;Physical;MINISTRY OF NATURAL RESOURCES AND FORESTRY;26b9e9a23f374a88911444e46db25cbd;20150917141732;20250129211552;5317
