EVENT_ID;ORN_ROAD_NET_ELEMENT_ID;FROM_MEASURE;TO_MEASURE;ROUTE_NAME_ENGLISH;ROUTE_NAME_FRENCH;AGENCY_NAME;EFFECTIVE_DATETIME;SYSTEM_DATETIME;OBJECTID
4665374;4665363;0.000;21.426;Bluewater Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130102104402;20210731081808;300179
4665419;4665409;21.815;0.000;Bluewater Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130102123021;20210731081808;300180
5536874;5536872;0.000;148.097;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130322120851;20210731081808;300181
5570437;5570429;0.000;118.658;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130411134126;20210731081808;300182
5581000;5580984;0.000;601.671;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130418163411;20210731081808;300183
5581948;5581945;0.000;43.877;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130418132855;20210731081808;300184
5582155;5582145;0.000;55.245;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130418134330;20210731081808;300185
5585891;5585882;0.000;94.045;Wine Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130422101527;20210731081808;300186
5604486;5604477;0.000;218.939;Macdonald-Cartier Freeway;;MINISTRY OF TRANSPORTATION;20130429145521;20210731081808;300187
5620632;5620624;0.000;62.846;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130507135430;20210731081808;300189
15237;1500417107;0.000;118.127;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220203115051;20220210120925;302958
2430;1500488686;0.000;401.866;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20210326143033;20220210120925;302959
46793;1500708083;0.000;116.932;Trans-Canada Highway;Route Transcanadienne;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20210326143034;20220210120925;302960
4160741;1500384347;0.000;602.560;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103331;20210731081808;301744
4160743;1500666699;0.000;170.726;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103331;20210731081808;301745
4160756;1500596143;0.000;1216.791;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103332;20210731081808;301747
4160768;1500589343;0.000;196.589;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160825142344;20210731081808;301749
4160769;1500529604;0.000;1580.579;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160825142129;20210731081808;301750
4160771;1500614053;0.000;518.069;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103905;20210731081808;301752
4160792;1500663241;0.000;204.159;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104056;20210731081808;301755
4160796;1500434926;0.000;36.888;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104056;20210731081808;301756
4160802;1500577502;0.000;530.043;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104056;20210731081808;301757
4160804;1500699793;0.000;63.597;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104056;20210731081808;301758
4160823;1510230554;0.000;819.514;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104407;20210731081808;301760
4160829;1510230597;0.000;1447.711;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104407;20210731081808;301761
4160841;1500331390;0.000;3875.659;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104408;20210731081808;301762
4160858;1500565290;0.000;24.185;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104409;20210731081808;301763
4160903;1508001367;0.000;210.354;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928120254;20210731081808;301764
4160912;1500413657;0.000;61.237;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928120754;20210731081808;301765
4160920;1500451133;0.000;1421.532;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928121122;20210731081808;301766
4160924;1510229487;0.000;77.425;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104905;20210731081808;301767
4160932;7303648;0.000;463.483;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20190429150945;20210731081808;301768
4160957;1510229489;0.000;685.604;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928120101;20210731081808;301769
4160958;1510229491;0.000;462.692;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928120023;20210731081808;301770
4160975;1510234045;0.000;607.488;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928111800;20210731081808;301771
4160992;1500603667;4.587;0.000;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110404145552;20210731081808;301772
4161007;1500364868;0.000;115.251;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331105203;20210731081808;301773
4161017;1500486747;0.000;2518.289;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110825140612;20210731081808;301774
4161020;4077332;0.000;5616.472;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130225122802;20210731081808;301775
4161043;4217938;0.000;2293.971;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110829114107;20210731081808;301776
4161046;1500479450;0.000;105.688;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331113019;20210731081808;301777
4161067;1500370638;0.000;1782.868;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20190911154650;20210731081808;301778
4161077;1500364057;0.000;2891.268;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20191001143617;20210731081808;301779
4161128;1500452414;0.000;1048.771;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331120353;20210731081808;301780
4161132;1500669000;0.000;128.761;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331120353;20210731081808;301781
4161155;1510563435;0.000;1033.431;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130510153812;20210731081808;301782
4161161;1500609967;0.000;1405.822;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110908122246;20210731081808;301784
4161184;1500470012;0.000;97.238;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130508103548;20210731081808;301785
4161197;1500666878;0.000;324.456;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110922140237;20210731081808;301786
4161200;1500697576;0.000;1130.004;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110922140214;20210731081808;301787
4161218;1500731624;0.000;946.788;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170315151017;20210731081808;301788
4161219;1500734617;0.000;357.041;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110922140627;20210731081808;301789
4161237;1500690389;0.000;138.083;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130508114525;20210731081808;301790
4161244;1500437679;0.000;786.525;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130507151758;20210731081808;301791
4161269;1500616087;0.000;175.862;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130507124953;20210731081808;301793
4161277;1500351663;0.000;1399.552;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20111007135759;20210731081808;301794
4161287;1500580386;0.000;75.622;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110922140829;20210731081808;301795
4161291;1500655255;0.000;163.220;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170316151859;20210731081808;301796
4161315;1500495568;0.000;311.316;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110922140859;20210731081808;301797
4161318;1500531714;0.000;836.868;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130507152229;20210731081808;301798
4161343;1500327910;0.000;1939.229;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170321112308;20210731081808;301799
4161369;1500520125;0.000;170.223;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133107;20210731081808;301800
4161378;1500318729;0.000;737.732;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133108;20210731081808;301801
4161388;1500545484;0.000;4595.451;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133109;20210731081808;301802
4161405;1500551808;0.000;457.321;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133110;20210731081808;301803
4161407;1500587278;0.000;970.675;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170321112446;20210731081808;301804
4161411;1500647686;0.000;671.208;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133110;20210731081808;301805
4161459;1500469200;0.000;123.665;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110912145810;20210731081808;301806
4161490;1500399656;0.000;450.316;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20190206133245;20210731081808;301809
4161492;1500430254;0.000;161.936;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133620;20210731081808;301810
4161502;1500498774;0.000;1075.183;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130709141124;20210731081808;301811
4161517;1500546883;0.000;453.964;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133622;20210731081808;301814
4161525;1500429818;0.000;1398.005;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133623;20210731081808;301815
4161528;1500562312;0.000;1959.114;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133623;20210731081808;301816
4161543;1500641441;0.000;600.344;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133624;20210731081808;301817
4161544;1500665464;0.000;687.629;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133624;20210731081808;301818
4161553;1500552979;0.000;240.732;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133954;20210731081808;301819
4161554;1500560284;0.000;990.538;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130618102634;20210731081808;301820
4161559;1508039417;0.000;5340.446;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130702114134;20210731081808;301821
4161561;1508039705;0.000;1289.881;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130617132828;20210731081808;301822
4161562;1509815091;0.000;7.672;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133955;20210731081808;301823
4161584;1508039531;0.000;342.972;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331133956;20210731081808;301826
4161594;1508039419;40.042;0.000;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130703151549;20210731081808;301827
4161624;1508038896;0.000;1881.353;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161213112450;20210731081808;301828
4161652;1508039719;0.000;303.155;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331134001;20210731081808;301829
4161668;6560553;0.000;1838.315;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170203112253;20210731081808;301830
4161680;6562314;0.000;4276.455;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170206125534;20210731081808;301831
4161705;5678776;0.000;372.354;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130625101622;20210731081808;301832
4161710;6562316;0.000;4244.665;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20191122072117;20210731081808;301833
4161719;1500665088;0.000;276.755;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331134425;20210731081808;301834
4161748;1500327289;0.000;4211.679;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110909152816;20210731081808;301835
4161749;1500460768;0.000;1296.438;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130625095844;20210731081808;301836
4161750;1500622107;0.000;130.886;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161213130723;20210731081808;301837
4161803;1500729878;0.000;112.277;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331135129;20210731081808;301838
5638894;4153773;0.000;107.648;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20150414155734;20210731081808;301839
5638899;4153810;0.000;29.461;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20150414155602;20210731081808;301840
5638912;1500551408;0.000;96.013;Arts Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20201022182225;20210731081808;301841
5638925;1500585518;0.000;35.415;Taste Trail;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20200918135544;20210731081808;301842
5643619;4621182;0.000;503.102;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130607112528;20210731081808;301843
5643623;4621490;0.000;153.396;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130607112528;20210731081808;301844
4158814;1500383742;0.000;222.168;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220104090706;20220105162425;302801
4161263;1500360971;0.000;157.552;Voyageur Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20211230164345;20220105162425;302802
4158720;1500567173;0.000;1496.884;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220104090704;20220105162425;302799
4158776;1500423972;0.000;120.085;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20211230164337;20220105162425;302800
4160303;1510099228;0.000;2569.876;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110826150642;20210731081808;298530
4160314;1510099062;0.000;1472.844;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20121210083352;20210731081808;298531
4160331;1500412781;0.000;437.947;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110826114301;20210731081808;298532
4160336;1510098458;0.000;3861.176;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429115210;20210731081808;298533
4160339;1510099514;0.000;521.228;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110826141713;20210731081808;298534
4160348;1500537333;0.000;1464.330;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140428111723;20210731081808;298535
4160362;1500453885;0.000;444.369;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140428135759;20210731081808;298536
4160375;1500433598;0.000;2625.147;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140428152600;20210731081808;298537
4160378;1500549653;0.000;828.160;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429093607;20210731081808;298538
4160382;1500697947;0.000;452.899;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140428141448;20210731081808;298539
4160399;1500339459;0.000;1463.018;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140428115057;20210731081808;298540
4160400;1500384491;0.000;1838.318;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429135201;20210731081808;298541
4160401;1500405433;0.000;928.657;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429093636;20210731081808;298542
4160405;1500447175;0.000;2165.224;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429135843;20210731081808;298543
4160408;1500564555;0.000;858.585;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429135017;20210731081808;298544
4160410;1510239927;0.000;2061.666;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429112310;20210731081808;298545
4160411;1510239905;0.000;1544.260;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429102948;20210731081808;298546
4160414;1500436895;0.000;2236.891;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429140813;20210731081808;298547
4160418;1500549462;0.000;1318.491;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429140306;20210731081808;298548
4160435;1509816955;0.000;179.794;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140430155331;20210731081808;298549
4160449;1500459087;0.000;161.446;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429151538;20210731081808;298550
4160452;1500594401;0.000;76.064;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140430155911;20210731081808;298551
4160472;1509803922;0.000;226.536;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429153855;20210731081808;298552
4160476;4152831;0.000;81.822;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140501095533;20210731081808;298553
4160485;4077505;0.000;105.525;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140429150133;20210731081808;298554
4160495;1500656085;0.000;51.523;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140501095348;20210731081808;298555
4160529;1509806783;0.000;256.413;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140501100953;20210731081808;298556
4160532;4078126;0.000;68.769;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140501100215;20210731081808;298557
4160540;4078466;0.000;122.923;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110816165112;20210731081808;298558
4160542;4078665;0.000;117.662;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331093926;20210731081808;298559
4160573;1509796223;0.000;654.110;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331093928;20210731081808;298560
4160585;1509796157;0.000;1345.871;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110816150026;20210731081808;298561
4160587;1509796200;0.000;1138.694;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110817093803;20210731081808;298562
4160595;4078212;0.000;115.765;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140501110521;20210731081808;298563
4160597;1500503566;0.000;365.795;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140501104602;20210731081808;298564
4160605;1509806751;0.000;1104.929;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20140501100832;20210731081808;298565
4160621;1509796237;0.000;1611.134;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110817094850;20210731081808;298566
4160626;4078682;0.000;110.906;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110816161554;20210731081808;298567
4160631;4062434;0.000;364.369;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110816142559;20210731081808;298568
4160633;4079004;0.000;103.039;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331094031;20210731081808;298569
4160635;4062411;0.000;667.845;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110816132511;20210731081808;298570
4160636;4079024;0.000;99.826;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331094031;20210731081808;298571
4160637;4079153;0.000;101.218;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331094031;20210731081808;298572
4160639;1500624095;0.000;1239.697;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110816144330;20210731081808;298573
4160664;1500444125;0.000;243.305;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331102904;20210731081808;298574
4160668;1500660406;0.000;543.634;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331102904;20210731081808;298575
4160675;1500727566;0.000;190.431;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331102905;20210731081808;298576
4160690;1500734150;0.000;695.412;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331102905;20210731081808;298577
4160696;1500532418;0.000;58.574;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103328;20210731081808;298578
4160699;1508143747;0.000;1115.215;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103328;20210731081808;298579
4160701;1500349013;0.000;705.093;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103328;20210731081808;298580
4160702;1500353803;0.000;1271.464;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103328;20210731081808;298581
4160706;1500505270;0.000;379.791;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103329;20210731081808;298582
4160727;1500635219;0.000;1491.812;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103330;20210731081808;298583
4160737;1500446519;0.000;247.164;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103331;20210731081808;298584
4160742;1500534449;0.000;338.787;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103331;20210731081808;298585
4160755;1500559615;0.000;2490.539;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103332;20210731081808;298588
4160760;1500650100;0.000;863.090;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331103332;20210731081808;298589
4160790;1500553268;0.000;2427.845;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104055;20210731081808;298594
4160812;1500684179;0.000;164.208;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104407;20210731081808;298595
4160813;1510231245;0.000;139.391;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104407;20210731081808;298596
4160834;1500339536;0.000;1050.171;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20120501111611;20210731081808;298597
4160840;1510235232;0.000;954.580;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104408;20210731081808;298598
4160842;1500624738;0.000;847.889;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104408;20210731081808;298599
4160845;1510231027;0.000;1675.676;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104409;20210731081808;298600
4160847;1510234374;0.000;801.281;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104409;20210731081808;298601
4160848;1510234916;0.000;1383.690;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20120501111016;20210731081808;298602
4160854;1510230550;0.000;324.151;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331104409;20210731081808;298603
4160881;1500314581;0.000;353.685;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928120655;20210731081808;298605
4160882;1500354617;0.000;814.306;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928121404;20210731081808;298606
4160894;1510230540;0.000;185.378;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928121236;20210731081808;298609
4160910;1510234751;0.000;102.787;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928120830;20210731081808;298610
4160922;1500728241;0.000;125.415;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20170301113117;20210731081808;298611
4160925;1510229836;0.000;763.159;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110928105532;20210731081808;298612
4160962;7303498;0.000;1622.980;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20190429143847;20210731081808;298613
4160989;1500519019;0.000;38.492;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331105203;20210731081808;298614
4160994;1500559049;0.000;103.594;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331105203;20210731081808;298615
4161010;1500682308;0.000;220.487;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331105203;20210731081808;298616
4161039;1500333418;0.000;80.356;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20130509133214;20210731081808;298617
4161053;1500615206;0.000;94.340;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331113020;20210731081808;298618
4161054;1500579369;0.000;86.824;Lake Nipissing Circle Tour;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331113020;20210731081808;298619
4161097;1510569149;0.000;172.230;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20181004100605;20210731081808;298620
4161111;1500329719;0.000;941.254;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20191001143408;20210731081808;298621
4161116;1500381658;0.000;1622.342;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110908121504;20210731081808;298622
4161139;6516621;0.000;5218.331;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20190819103317;20210731081808;298624
4161148;1510563439;0.000;7349.216;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20161216110956;20210731081808;298625
4161160;1500478435;0.000;153.119;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20110331120355;20210731081808;298626
4161172;1500601309;0.000;1191.783;Terry Fox Courage Highway;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20181015140036;20210731081808;298627
4218958;4218949;0.000;33.302;Frontier Route;;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20220225092101;20220309032345;303054
