EVENT_ID;ORN_ROAD_NET_ELEMENT_ID;AT_MEASURE;UNDERPASS_TYPE;AGENCY_NAME;EFFECTIVE_DATETIME;SYSTEM_DATETIME;OBJECTID
13979;1500634247;927.768;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190932;20210731081808;536113
13986;1500696928;34.327;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190932;20210731081808;536129
14026;1509706066;286.971;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190931;20210731081808;536145
14037;1500532785;44.712;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190932;20210731081808;536161
14239;1507392195;320.256;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190932;20210731081808;536193
13725;1500681463;111.912;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190725;20210811111127;555553
6377290;1507374838;43.807;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181111;20210811111127;555585
6299;1500505743;128.578;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160914131743;20211208144425;568865
6418046;1509831158;277.918;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160715141122;20210811111127;555601
6515180;6020621;64.500;Walkway;CITY OF TORONTO;20161213154430;20210811111127;555617
6660413;6660405;85.840;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170615141813;20210811111127;555633
935;1500433236;227.557;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190804;20210811111127;555649
7669200;7667710;1996.231;Road;ONTARIO ROAD NETWORK;20211026194335;20211028092425;562625
7669203;7667710;2026.459;Road;ONTARIO ROAD NETWORK;20211026194335;20211028092425;562641
8272;4069423;361.580;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190731;20220126144925;570129
5502;1500724850;861.638;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190923;20210731081808;519457
5530;1507000474;186.654;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190923;20210731081808;519505
6514046;1509720234;96.000;Walkway;CITY OF TORONTO;20161209141216;20191011150817;309713
7254608;7248215;164.781;Rail;ONTARIO ROAD NETWORK;20190312152103;20191011150817;309809
13324;1500496264;551.867;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190903;20210731081808;519537
13263;1500464121;81.339;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519553
13270;1500430212;141.099;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190903;20210731081808;519569
13298;1500529913;719.390;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519585
13353;1500658509;59.973;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519617
13432;1500533195;21.506;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519633
13450;1500730584;168.669;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519649
13518;1500617312;207.509;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519681
13538;1500634107;170.874;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519697
13568;1500617312;222.047;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519713
13579;1500626839;170.231;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519729
13587;6481459;592.128;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160914170001;20210731081808;519745
13610;1500641444;582.787;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519777
13623;1500658587;963.664;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519793
13658;1509831799;569.332;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519809
13673;1500633391;274.890;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519841
13681;1500532299;372.013;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519857
13684;1500702455;313.467;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519873
13690;4068780;236.649;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519889
13728;1500742310;8.384;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519905
13742;1500645104;595.414;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20200806114338;20210731081808;519921
13789;1507392733;276.456;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;519937
13802;1500446674;239.685;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;519953
13825;1500581213;115.022;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;519985
13843;1510034378;470.265;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520001
13850;1500554649;768.593;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520017
13851;1500433989;804.909;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520033
13859;1500696856;173.124;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520065
13863;1500455342;232.947;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520081
13884;1500376316;1278.856;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520097
13885;1500414932;147.001;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190115114423;20210731081808;520113
13888;1500618929;711.886;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520129
13896;1500601231;310.924;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520145
13952;1500667597;233.477;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520177
13993;1500553109;509.906;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520209
14000;1512046511;352.500;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190129101553;20210731081808;520225
14071;1500463167;68.096;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520241
14076;1510075430;369.248;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520257
14097;1500425439;223.965;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520289
14106;1500431216;143.332;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520305
14110;1510005110;299.777;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520321
14172;1500342062;5.287;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520337
14179;1500644534;320.002;Road;ONTARIO ROAD NETWORK;20171101113423;20210731081808;520353
14185;1500715654;280.843;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520369
14233;1500414996;659.591;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520417
6247504;4052795;1207.914;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520433
6247577;1500747769;213.540;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520449
6247578;1500747769;240.395;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160629152421;20210731081808;520465
6248029;3881829;150.478;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;520513
6249573;1507391712;361.000;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190122105522;20210731081808;520529
6249574;1507392752;242.494;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190122093700;20210731081808;520545
6249581;1507391891;85.098;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160704165810;20210731081808;520561
6249590;1500495185;346.961;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520577
6250220;1500332285;40.957;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160628130125;20210731081808;520593
6253447;4193387;119.813;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190211124608;20210731081808;520609
6253471;1500562887;370.787;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520657
6253475;1510866903;215.093;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190128115528;20210731081808;520673
6253477;1500562892;225.373;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190129124621;20210731081808;520689
6253485;1510636510;54.869;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520705
6253486;1500401561;229.091;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520721
6253488;1500315702;283.904;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520737
6253489;1500315702;313.941;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;520753
6253494;1500536487;21.272;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520769
6276713;6276685;24.281;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520785
6276734;1500481405;12.321;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;520801
6277393;6277234;840.289;Road;ONTARIO ROAD NETWORK;20171101113425;20210731081808;520817
6277952;1510026147;63.079;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520833
6277956;1500602816;55.557;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;520849
6278105;1509507396;203.384;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;520865
6278152;1500551629;3.600;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520897
6278904;1510021419;337.094;Walkway;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160630092801;20210731081808;520913
6278905;1500402703;832.161;Walkway;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160630092754;20210731081808;520929
6278906;1500680567;896.243;Walkway;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160630092749;20210731081808;520945
6281265;1500369297;1293.964;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520961
6281658;1500419298;25.204;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;520977
6281957;1500378351;136.094;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;520993
6284645;6284640;252.247;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;521009
6289387;1500650353;586.997;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;521025
6289392;1500356602;377.684;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;521041
6298706;6594836;158.000;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170327113549;20210731081808;521057
6298735;6204412;4.968;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;521073
6298740;6204437;4.299;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;521089
6298748;6194869;51.904;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160628130125;20210731081808;521105
6304456;6304400;138.000;Rail;ONTARIO ROAD NETWORK;20180502121750;20210731081808;521121
6305324;1500447434;324.042;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210731081808;521137
6305977;1500738622;772.396;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190906;20210731081808;521153
6315153;1500740296;282.179;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;521169
6324297;1500643397;28.477;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;521217
6333701;4440149;659.222;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190906;20210731081808;521249
6333913;4369791;348.189;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;521265
6333914;4369791;359.122;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;521281
2028;1500589054;229.608;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190750;20210811111127;555681
2053;1500433860;18.037;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190750;20210811111127;555697
4730;1500598746;187.731;Road;ONTARIO ROAD NETWORK;20211026143351;20211028092425;562113
4789;4493564;191.774;Road;ONTARIO ROAD NETWORK;20211026143234;20211028092425;562129
12704;1500532722;428.128;Road;ONTARIO ROAD NETWORK;20211026144630;20211028092425;562161
6280175;1500353781;143.447;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181108;20211208144425;568833
9987;1500505743;151.543;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160914131730;20211208144425;568849
6335552;6334793;73.219;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190906;20210731081808;521297
6341563;1500717818;246.152;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181122;20210731081808;521313
6368573;1510032027;525.524;Building;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160704170508;20210731081808;521329
6368642;5664434;40.465;Building;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160630133329;20210731081808;521361
6368750;4081361;134.039;Industrial;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160704171454;20210731081808;521393
6377063;1500401273;43.164;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;521425
6377068;6109573;1200.154;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;521457
6377071;1500713661;180.986;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20191203093752;20210731081808;521473
8416;1507524396;366.053;Road;ONTARIO ROAD NETWORK;20171122110940;20191011150817;306417
6377075;1508013733;83.412;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;521489
6377079;1500534750;268.543;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;521505
6377080;1500634804;733.652;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;521521
6377095;1500428510;108.193;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181121;20210731081808;521537
6377105;1500561318;131.027;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20210309150955;20210731081808;521553
6377150;1509727808;35.475;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;521569
6377161;1500524188;178.312;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521585
6377171;3881964;249.131;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521601
9422;1500466823;386.586;Road;ONTARIO ROAD NETWORK;20171122110940;20191011150817;307569
9442;1500498705;402.841;Road;ONTARIO ROAD NETWORK;20171122110938;20191011150817;307617
9451;3325520;346.539;Road;ONTARIO ROAD NETWORK;20171122110937;20191011150817;307633
6377168;1509820676;234.000;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;521617
6377190;1500633599;36.540;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160629160833;20210731081808;521633
6377195;1500622901;322.800;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;521649
6377175;1500539107;303.282;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521665
6377199;1500358105;77.355;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521681
6377217;1507547323;287.070;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;521697
6377228;1509699857;37.800;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521713
6377244;1500697881;45.000;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;521729
6377262;1500624934;64.300;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521745
6377373;1500377400;138.000;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521777
6377385;1509701867;64.600;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;521793
6377386;1510850014;216.700;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521809
6377275;6195019;60.460;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521825
6377308;1500494247;2070.036;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521889
6377324;1500357810;639.663;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521905
6377325;1500591016;543.475;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;521921
6377350;1500703238;87.458;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;521937
6377396;6624620;252.694;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170525153218;20210731081808;521953
6377411;1500634616;590.326;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190109121448;20210731081808;521969
6377413;1507322356;589.418;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190109121440;20210731081808;521985
6377427;1500322589;31.792;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181118;20210731081808;522001
6377435;5478956;1575.521;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522017
6377443;1500612744;87.600;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;522033
6377473;1500482656;67.645;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190117124526;20210731081808;522049
6377482;1500323863;86.432;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522065
6377485;1509695475;125.750;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;522097
6377489;1509820155;172.314;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522113
6377559;1510005861;454.923;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160815121048;20210731081808;522145
6377641;1500507690;203.120;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;522161
6377659;1500425031;149.000;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;522177
6377663;1500565763;127.434;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522193
6377670;1508307217;170.860;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;522209
6377717;1500590364;66.000;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522225
6377765;1510647060;118.000;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522257
6377773;1500430215;2254.600;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;522273
6377790;5868689;4419.400;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522289
6377799;1509771666;309.000;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181119;20210731081808;522321
6377800;1509970187;98.640;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181120;20210731081808;522337
6378594;7381506;510.598;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190906100548;20210731081808;522353
6409937;1500336568;415.433;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190905;20210731081808;522369
6409938;6408841;410.136;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170125110313;20210731081808;522385
6409994;6408832;1258.237;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20191003130648;20210731081808;522401
6409995;6408832;1930.547;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20191003130648;20210731081808;522417
6410386;6408987;698.860;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170125110307;20210731081808;522433
6410389;6410304;572.882;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170126124949;20210731081808;522449
