EVENT_ID;ORN_ROAD_NET_ELEMENT_ID;AT_MEASURE;UNDERPASS_TYPE;AGENCY_NAME;EFFECTIVE_DATETIME;SYSTEM_DATETIME;OBJECTID
5914;1500360799;206.384;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428417
5915;1500499761;706.841;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428433
5929;1500413226;678.598;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428449
5957;1510788417;157.381;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428465
5979;4056116;422.540;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428481
4446;4062077;592.774;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428497
4448;4062081;595.996;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428513
4455;1500652218;222.995;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190211105009;20210731081808;428529
4459;1500475363;223.539;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428545
4477;1500589588;1044.583;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428561
4500;1500525892;178.775;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428593
4524;1500442003;64.518;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428609
4533;1500733435;1032.786;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428625
4556;6037901;159.753;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428641
4559;1500479369;1004.889;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428657
4561;1500702289;282.960;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428673
4572;1500479369;1158.431;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428689
4575;1500340269;159.143;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428705
4590;7258457;304.000;Road;ONTARIO ROAD NETWORK;20190315144823;20210731081808;428721
4592;1500661267;397.017;Road;ONTARIO ROAD NETWORK;20190315145208;20210731081808;428737
4634;1507588144;356.284;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190602;20210731081808;428769
4653;1500687158;228.926;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190603;20210731081808;428801
4661;1500562768;548.683;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;428817
4713;1500435590;61.951;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;428833
4715;1500350691;87.091;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;428849
4717;1500684671;526.858;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;428865
4753;1500598700;842.634;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20190213132733;20210731081808;428913
4785;1500521027;187.134;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;428929
4840;4058703;20.588;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;428961
7570;1500620577;122.311;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;428993
7577;3498885;250.659;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;429009
7644;5485854;252.490;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;429057
7679;1509831717;247.243;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;429089
13659;1500691594;1249.171;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190904;20210811111127;556529
6247596;1500603225;260.481;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160629155900;20210811111127;556545
7687;1500718515;623.295;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;429105
7699;5485870;483.789;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;429121
7703;1500578866;2489.180;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;429137
7710;3561978;648.352;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;429153
6227;1500732454;89.001;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190604;20210731081808;429169
6316;1500346489;41.343;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;429217
6365;1510307299;4206.092;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;429249
8892;1500317297;266.362;Road;ONTARIO ROAD NETWORK;20171122110941;20191011150817;322849
6381;1500465316;547.506;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170527173736;20210731081808;429265
6424;1500393947;565.023;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;429281
9140;1500381775;418.550;Road;ONTARIO ROAD NETWORK;20171122110937;20191011150817;323041
6477;1500508653;167.937;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190605;20210731081808;429297
6515;1500578866;2501.677;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190606;20210731081808;429313
6538;1500516173;787.970;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190607;20210731081808;429329
6562;1500613987;2716.661;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190606;20210731081808;429345
6591;1509753517;189.305;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429361
6603;1500622947;862.447;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429377
6626;1500661864;549.643;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429393
6627;1500635211;473.990;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429409
6702;1500360494;198.000;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170607135647;20210731081808;429425
6714;1500739120;201.664;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429441
6737;1500383143;5.641;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429457
6739;1500675076;463.725;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429473
6749;1500635211;485.316;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429489
6768;1500402060;222.949;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429505
6812;1500470495;210.292;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429521
6829;1500402060;267.344;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429537
6872;1509753509;90.289;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429569
6876;1500380153;70.835;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429585
6919;1500318897;208.710;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429601
6927;1500510315;1283.212;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429617
6943;1500664395;447.815;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429633
6956;1500671635;273.710;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429649
6973;1500673473;328.025;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429665
6997;1500333127;386.156;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429681
7043;1500571456;10.675;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429697
7057;1509753509;13.578;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429713
7059;1509753517;142.864;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429729
7069;1500399439;214.944;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429745
7077;1500596787;214.892;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429777
7085;1500454681;105.761;Road;ONTARIO ROAD NETWORK;20201218162503;20210731081808;429793
7139;1500355795;742.823;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190529;20210731081808;429841
7159;1500402626;29.716;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429857
7182;1500740247;518.714;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429873
7202;1500452997;92.390;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;429889
7204;1500472521;90.063;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;429905
7228;1500620299;222.540;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;429937
7233;1500369284;616.250;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;429953
7235;1500628016;185.852;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;429969
7251;1500496969;459.209;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430001
7262;6625970;28.900;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170526125900;20210731081808;430017
7265;1500740523;381.828;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170527174040;20210731081808;430033
7278;1510032021;132.226;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430049
7296;1500539797;280.056;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430065
7300;1500714629;92.760;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430081
9426;1500527068;931.486;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190533;20250110085839;610945
7327;1500584766;141.371;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430113
7334;1500313755;59.238;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;430129
7358;1510307283;272.945;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430145
7360;1500667601;221.982;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430161
7362;1509753509;80.774;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430177
7386;1500369284;662.738;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430193
7433;1500622562;153.099;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430241
7446;1500598815;454.813;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430257
7484;1510031984;274.835;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430273
7496;1500340991;62.322;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430289
7507;1500669822;35.884;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190530;20210731081808;430305
7518;1507388743;2867.414;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430321
7521;1500470495;218.254;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430337
7524;1500608630;739.410;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190531;20210731081808;430353
8258;1500441842;171.912;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430385
8276;4069418;771.758;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430401
8333;1500451754;218.554;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430417
8334;1510099087;536.275;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430433
8369;5643158;463.668;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430481
8399;1500509201;847.756;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430529
9310;1500374112;17.212;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430561
9314;1500558903;16.885;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430577
9324;1500600915;36.493;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430593
9326;6325984;1246.633;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190534;20210731081808;430609
9331;1509392592;40.673;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430625
9339;1500648600;366.103;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430641
9346;6486603;1073.000;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20191104145211;20210731081808;430657
8501;1500577954;856.576;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190733;20250110085839;610961
8696;1500608294;408.936;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190810;20250110085839;610977
9401;1500400901;34.198;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430705
9405;1500572905;310.189;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190532;20210731081808;430721
9478;1500361744;50.298;Rail;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620181106;20210731081808;430785
8438;1500317575;37.270;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190533;20210731081808;430801
8522;1500633477;171.529;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190534;20210731081808;430833
8526;1500722141;46.775;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190535;20210731081808;430849
8589;1500358954;12.924;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190534;20210731081808;430897
8669;1500432282;172.888;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190534;20210731081808;430913
9127;1500598957;1619.201;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190536;20250110085839;610993
8673;1500537672;91.798;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190534;20210731081808;430945
9408;1500728291;587.211;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190841;20250110085839;611457
6515181;1500372707;64.500;Walkway;CITY OF TORONTO;20161213154423;20210811111127;557361
6458;1500489020;232.470;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190646;20210731081808;447713
6289379;1500376003;84.389;Rail;ONTARIO ROAD NETWORK;20171101113422;20191011150817;333953
9438;1500418163;2126.739;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190911;20250110085839;611473
6517;1500598815;474.554;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190646;20210731081808;447761
6550;1500717408;31.859;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190647;20210731081808;447777
6556;1510028577;161.042;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190646;20210731081808;447793
6573;1500620299;228.288;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190647;20210731081808;447809
6614;4618961;71.256;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190614;20210731081808;447825
6615;1500622562;122.997;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190612;20210731081808;447841
11231;1500660648;547.902;Road;ONTARIO ROAD NETWORK;20171122110938;20191011150817;334961
6646;6040648;8982.773;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170607124402;20210731081808;447857
6377265;4054761;33.370;Rail;ONTARIO ROAD NETWORK;20181010135355;20191011150817;335233
6660;1500489020;219.819;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190612;20210731081808;447873
6683;1500582631;210.885;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190613;20210731081808;447889
6708;1500527742;263.000;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20170607134538;20210731081808;447905
6711;1500409579;759.638;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190613;20210731081808;447921
3408;1506056960;28.405;Road;ONTARIO ROAD NETWORK;20171101113423;20191011150817;335777
6716;1509853229;439.517;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190613;20210731081808;447937
6727;1500380153;191.042;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190612;20210731081808;447953
6731;1500477502;315.681;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190613;20210731081808;447969
6735;1500564699;66.046;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190612;20210731081808;447985
6742;1500464694;2014.171;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190613;20210731081808;448001
6759;1500382856;178.372;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190613;20210731081808;448017
6762;1500547273;99.903;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190612;20210731081808;448033
7987;1500459288;628.900;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190938;20250110085839;611009
6780;1500557125;300.594;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190613;20210731081808;448049
8016;1510098409;934.656;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190658;20250110085839;611025
9691;1500700391;1880.507;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190618;20250110085839;611041
6821;1500472767;69.239;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448097
6836;1500742875;229.032;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190614;20210731081808;448113
6866;1500576260;90.644;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448129
6880;1500517758;409.015;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190616;20210731081808;448145
6894;1500631932;225.297;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448161
6896;1500464694;1992.605;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448177
6902;1500723851;130.758;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20210125112521;20210731081808;448209
6903;4161175;111.801;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190616;20210731081808;448225
6945;1500336446;236.980;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448241
6958;1500602903;276.203;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448257
6991;1500523073;240.486;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448289
7005;1509786629;28.367;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190616;20210731081808;448305
7014;1500499519;217.290;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190614;20210731081808;448321
7026;1510028577;79.312;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448337
9926;6038222;653.844;Road;MINISTRY OF NATURAL RESOURCES AND FORESTRY;20160620190539;20250110085839;611057
7097;1500595997;610.462;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448385
7114;1509853229;421.098;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448417
7141;1500594206;619.094;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190616;20210731081808;448433
7174;1500613987;2611.158;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448449
7213;1500536319;213.330;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448465
7230;1500626727;166.989;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190614;20210731081808;448481
7237;1510032240;173.477;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448497
7260;1500663538;331.797;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190614;20210731081808;448513
7290;1509853229;446.576;Road;MINISTRY OF NORTHERN DEVELOPMENT, MINES, NATURAL RESOURCES AND FORESTRY;20160620190615;20210731081808;448529
